Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,Watts(Utilization of 10.1.234.186),22.08.2019;13:39:29486
0.5,35.0,8,0,0,0.192,0.514,0.26744186046511625
1.5,35.0,62,0,0,0.177,1.489,0.4421052631578947
2.5,35.0,33,0,0,0.011,2.459,0.3020833333333333
3.5,35.0,37,0,0,0.011,3.497,0.30097087378640774
4.5,35.0,34,0,0,0.009,4.481,0.3125
5.5,35.0,36,0,0,0.008,5.499,0.23529411764705882
6.5,35.0,35,0,0,0.008,6.528,0.2549019607843137
7.5,35.0,35,0,0,0.008,7.493,0.2978723404255319
8.5,35.0,33,0,0,0.007,8.457,0.22105263157894736
9.5,35.0,35,0,0,0.008,9.445,0.24489795918367346
10.5,35.0,35,0,0,0.007,10.455,0.21212121212121213
11.5,35.0,37,0,0,0.008,11.491,0.26732673267326734
12.5,35.0,35,0,0,0.007,12.51,0.29292929292929293
13.5,35.0,33,0,0,0.007,13.465,0.23958333333333334
14.5,35.0,37,0,0,0.008,14.451,0.2727272727272727
15.5,35.0,35,0,0,0.007,15.467,0.23
16.5,35.0,35,0,0,0.007,16.489,0.23300970873786409
17.5,35.0,35,0,0,0.006,17.461,0.20833333333333334
18.5,35.0,35,0,0,0.007,18.493,0.2621359223300971
19.5,35.0,33,0,0,0.007,19.493,0.21212121212121213
20.5,35.0,37,0,0,0.007,20.496,0.21649484536082475
21.5,35.0,35,0,0,0.006,21.483,0.25773195876288657
22.5,35.0,34,0,0,0.007,22.464,0.25773195876288657
23.5,35.0,36,0,0,0.007,23.494,0.24752475247524752
24.5,35.0,35,0,0,0.008,24.488,0.28865979381443296
25.5,35.0,35,0,0,0.008,25.5,0.24752475247524752
26.5,35.0,35,0,0,0.007,26.489,0.2
27.5,35.0,34,0,0,0.007,27.462,0.2268041237113402
28.5,35.0,36,0,0,0.006,28.481,0.19
29.5,35.0,35,0,0,0.007,29.486,0.3
30.5,35.0,35,0,0,0.007,30.459,0.23711340206185566
31.5,35.0,35,0,0,0.006,31.462,0.21212121212121213
32.5,35.0,33,0,0,0.006,32.457,0.23232323232323232
33.5,35.0,37,0,0,0.007,33.481,0.24509803921568626
34.5,35.0,35,0,0,0.006,34.487,0.23232323232323232
35.5,35.0,35,0,0,0.007,35.493,0.21428571428571427
36.5,35.0,35,0,0,0.007,36.529,0.21782178217821782
37.5,35.0,34,0,0,0.006,37.476,0.20430107526881722
38.5,35.0,36,0,0,0.006,38.456,0.19791666666666666
39.5,35.0,34,0,0,0.007,39.482,0.20588235294117646
40.5,35.0,36,0,0,0.007,40.48,0.29292929292929293
41.5,35.0,35,0,0,0.006,41.504,0.29411764705882354
42.5,36.0,36,0,0,0.006,42.497,0.25252525252525254
43.5,36.0,36,0,0,0.006,43.459,0.24210526315789474
44.5,36.0,36,0,0,0.006,44.471,0.23529411764705882
45.5,36.0,34,0,0,0.006,45.464,0.17894736842105263
46.5,36.0,38,0,0,0.007,46.486,0.2815533980582524
47.5,36.0,36,0,0,0.006,47.501,0.24
48.5,36.0,36,0,0,0.006,48.505,0.19387755102040816
49.5,36.0,36,0,0,0.007,49.516,0.21212121212121213
50.5,36.0,35,0,0,0.006,50.45,0.3010752688172043
51.5,36.0,36,0,0,0.006,51.48,0.20388349514563106
52.5,36.0,36,0,0,0.005,52.482,0.1836734693877551
53.5,36.0,37,0,0,0.007,53.489,0.22
54.5,36.0,36,0,0,0.007,54.47,0.20618556701030927
55.5,36.0,36,0,0,0.005,55.51,0.17647058823529413
56.5,36.0,36,0,0,0.006,56.509,0.20202020202020202
57.5,36.0,36,0,0,0.006,57.492,0.22448979591836735
58.5,36.0,36,0,0,0.006,58.503,0.1919191919191919
59.5,36.0,35,0,0,0.006,59.475,0.21649484536082475
