1565259871.8373783,14.531473
1565259872.5155683,21.55533
1565259872.6154215,23.45965
1565259872.7436483,10.121656
1565259872.844342,31.491717
1565259873.3209116,4.239807
1565259873.669963,13.051397
1565259874.4045548,10.145217
1565259874.7594333,18.088615
1565259874.940204,14.702857
1565259875.3130143,14.099741
1565259875.4370313,12.741247
1565259875.5459487,2.226024
1565259875.6989367,4.049848
1565259876.1084294,29.888335
1565259876.2694807,17.480863
1565259876.6314263,9.353456
1565259876.9519951,17.966673
1565259877.013422,38.493039
1565259877.2475576,19.070462
1565259877.3223372,9.053237
1565259877.389846,6.820667
1565259877.5116417,3.907691
1565259877.6304948,3.053955
1565259877.8412814,5.28314
1565259877.9166067,4.617441
1565259878.0035393,16.282925
1565259878.1852932,3.327117
1565259878.4669971,2.230274
1565259878.5975668,51.551983
1565259878.6917434,11.988164
1565259878.8216264,5.487296
1565259878.847143,5.274093
1565259878.8973982,6.461258
1565259879.3261003,29.243042
1565259879.5413823,11.097316
1565259879.6560314,30.845466
1565259879.6794806,15.259061
1565259879.812339,16.482514
1565259879.8636425,7.240845
1565259879.879818,12.480524
1565259879.9332032,4.611194
1565259880.0089617,18.463851
1565259880.0726142,5.543344
1565259880.364381,8.531782
1565259880.4090288,9.159505
1565259880.6456606,4.23688
1565259880.796004,18.724241
1565259881.2736175,17.14345
1565259881.4953442,8.283123
1565259881.5298774,6.716
1565259881.8233433,6.987071
1565259881.8946629,3.906697
1565259881.9088619,3.92942
1565259882.0965133,6.308328
1565259882.2143328,9.531686
1565259882.4807584,2.585324
1565259882.4974282,3.089464
1565259882.6973817,2.419112
1565259882.7030048,2.336065
1565259882.7530446,9.817031
1565259882.8576965,9.457285
1565259882.9613974,2.11314
1565259883.0422266,2.578936
1565259883.1616316,17.112371
1565259883.388587,13.762864
1565259883.465428,28.402646
1565259883.6330414,7.468218
1565259883.6742163,4.640493
1565259883.759949,8.06948
1565259883.8384984,2.219979
1565259883.8756962,2.77129
1565259883.9722946,14.542265
1565259883.9727795,16.589937
1565259884.0290854,5.794633
1565259884.0727372,31.278501
1565259884.3027608,4.076756
1565259884.4271135,2.219049
1565259884.57251,14.532705
1565259884.5986795,19.196207
1565259884.656987,3.794525
1565259884.9651346,33.619041
1565259885.0073547,3.831802
1565259885.0737066,3.483841
1565259885.332964,22.377386
1565259885.3672183,2.244748
1565259885.4444287,15.909376
1565259885.9455302,4.03905
1565259885.9496586,8.977117
1565259885.9729877,2.058977
1565259886.0263789,20.095071
1565259886.0833595,10.243188
1565259886.1469574,5.176799
1565259886.1997876,16.848702
1565259886.4523287,2.246947
1565259886.729736,9.389331
1565259886.9564016,4.724744
1565259887.0000098,1.809078
1565259887.062275,7.425221
1565259887.074202,25.840002
1565259887.2570014,1.782587
1565259887.3671217,4.804622
1565259887.5761805,10.731847
1565259887.7217128,3.215893
1565259887.7653146,4.830345
1565259887.798143,18.512575
1565259887.829482,20.857553
1565259887.8726664,14.090172
1565259887.874894,21.686512
1565259888.027978,17.988728
1565259888.0462737,45.874921
1565259888.243779,11.250471
1565259888.354081,8.685307
1565259888.5495265,4.255255
1565259889.1174273,5.627171
1565259889.136617,19.212923
1565259889.2738605,3.621966
1565259889.391788,19.591443
1565259889.4781542,8.211627
1565259889.5364141,13.076787
1565259889.6792755,2.427323
1565259889.7726543,4.071546
1565259889.7893147,12.159746
1565259889.8319218,3.26361
1565259889.852537,38.767417
1565259889.8961627,12.036915
1565259889.9494104,5.097287
1565259889.9860368,4.960351
1565259890.0759308,2.446441
1565259890.14572,9.147086
1565259890.4962077,19.769858
1565259890.8695235,14.970821
1565259890.8976936,26.115828
1565259890.9950738,2.471161
1565259891.2428908,24.880078
1565259891.2892146,17.965233
1565259891.3447566,10.935889
1565259891.3891137,9.654491
1565259891.4093404,9.419876
1565259891.4479294,2.868689
1565259891.6973197,4.154994
1565259891.7185125,2.081554
1565259891.8109283,19.891285
1565259892.1157331,18.890184
1565259892.208935,1.805148
1565259892.2320497,7.782671
1565259892.329547,5.040762
1565259892.5043693,9.572557
1565259892.5159667,9.966583
1565259892.5565968,10.054705
1565259892.6873438,6.343968
