Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,Watts(Utilization of 10.1.234.186),08.08.2019;12:24:29010
0.5,35.0,8,0,0,0.231,0.502,0.27906976744186046
1.5,35.0,60,0,0,0.17,1.481,0.6
2.5,35.0,37,0,0,0.027,2.497,0.6161616161616161
3.5,35.0,35,0,0,0.013,3.508,0.43
4.5,35.0,34,0,0,0.014,4.452,0.37362637362637363
5.5,35.0,36,0,0,0.03,5.513,0.5576923076923077
6.5,35.0,34,0,0,0.019,6.458,0.46808510638297873
7.5,35.0,35,0,0,0.014,7.455,0.4329896907216495
8.5,35.0,35,0,0,0.017,8.496,0.4411764705882353
9.5,35.0,36,0,0,0.011,9.476,0.29896907216494845
10.5,35.0,35,0,0,0.012,10.51,0.3564356435643564
11.5,35.0,35,0,0,0.01,11.479,0.35789473684210527
12.5,35.0,33,0,0,0.022,12.444,0.5638297872340425
13.5,35.0,37,0,0,0.021,13.532,0.39814814814814814
14.5,35.0,33,0,0,0.009,14.484,0.34782608695652173
15.5,35.0,37,0,0,0.013,15.499,0.36633663366336633
16.5,35.0,35,0,0,0.009,16.503,0.30612244897959184
17.5,35.0,34,0,0,0.014,17.465,0.425531914893617
18.5,35.0,34,0,0,0.013,18.452,0.44329896907216493
19.5,35.0,36,0,0,0.019,19.489,0.5544554455445545
20.5,35.0,35,0,0,0.015,20.469,0.4387755102040816
21.5,35.0,35,0,0,0.01,21.464,0.37373737373737376
22.5,35.0,34,0,0,0.013,22.475,0.39
23.5,35.0,36,0,0,0.012,23.482,0.36363636363636365
24.5,35.0,35,0,0,0.012,24.523,0.4423076923076923
25.5,35.0,36,0,0,0.018,25.483,0.46236559139784944
26.5,35.0,35,0,0,0.014,26.497,0.3711340206185567
27.5,35.0,35,0,0,0.011,27.503,0.3564356435643564
28.5,35.0,33,0,0,0.012,28.477,0.3711340206185567
29.5,35.0,37,0,0,0.015,29.516,0.42574257425742573
30.5,35.0,35,0,0,0.012,30.47,0.37894736842105264
31.5,35.0,34,0,0,0.017,31.468,0.4536082474226804
32.5,35.0,34,0,0,0.012,32.477,0.37623762376237624
33.5,35.0,37,0,0,0.022,33.497,0.5
34.5,35.0,35,0,0,0.014,34.469,0.4791666666666667
35.5,35.0,35,0,0,0.013,35.498,0.3592233009708738
36.5,35.0,34,0,0,0.023,36.491,0.5510204081632653
37.5,35.0,35,0,0,0.015,37.477,0.422680412371134
38.5,35.0,36,0,0,0.026,38.5,0.6
39.5,35.0,33,0,0,0.016,39.459,0.45263157894736844
40.5,35.0,36,0,0,0.011,40.488,0.3557692307692308
41.5,35.0,36,0,0,0.015,41.493,0.41414141414141414
42.5,36.0,36,0,0,0.013,42.483,0.3838383838383838
43.5,36.0,36,0,0,0.024,43.48,0.5979381443298969
44.5,36.0,33,0,0,0.014,44.452,0.4895833333333333
45.5,36.0,38,0,0,0.031,45.468,0.62
46.5,36.0,37,0,0,0.018,46.472,0.5
47.5,36.0,36,0,0,0.022,47.507,0.5841584158415841
48.5,36.0,36,0,0,0.016,48.459,0.5368421052631579
49.5,36.0,35,0,0,0.017,49.492,0.5148514851485149
50.5,36.0,35,0,0,0.023,50.456,0.6354166666666666
51.5,36.0,38,0,0,0.019,51.486,0.49504950495049505
52.5,36.0,35,0,0,0.008,52.47,0.30612244897959184
53.5,36.0,36,0,0,0.016,53.491,0.44554455445544555
